passage_id,cn,vn,en
H3_16_19,我终于第一次见到了雪，雪花白白的，特别漂亮，我高兴得在雪地里玩儿了一天，如果每天都能看到雪，那就太好了。,"Cuối cùng thì tôi cũng được nhìn thấy tuyết lần đầu tiên, bông tuyết trắng, đặc biệt đẹp, tôi vui mừng đến mức chơi trên bãi tuyết cả một ngày, nếu mỗi ngày cũng được nhìn thấy tuyết, thì quá tốt rồi.","I finally saw snow for the first time, the snowflakes were white and particularly beautiful, I was so happy that I played in the snow for a day, if I could see snow every day, that would be great."
H3_16_20,这个城市真不错，干净、安静、漂亮。如果这个地方有地铁，那就更好了。,"Thành phố này thực sự rất tuyệt, sạch sẽ, yên tĩnh, xinh đẹp. Nếu như nơi này có tàu điện ngầm, thì sẽ càng tốt hơn nữa.","This city is really nice, clean, quiet, and beautiful. If this place had a subway, it would be even better."
H3_17_1,老师，我不舒服，我想跟您请假。希望您同意。,"Thầy giáo, con không được khỏe, con muốn xin nghỉ. Hi vọng thầy đồng ý.","Teacher, I'm not feeling well, I would like to ask for leave. I hope you will approve."
H3_17_2,为了了解中国文化，我常常去旅行。,"Để hiểu văn hóa Trung Quốc, tôi thường xuyên đi du lịch.","In order to understand Chinese culture, I often travel."
H3_17_3,我以前在美国学习，后来来中国留学。,"Tôi lúc trước học tập ở nước Mỹ, sau đó đến Trung Quốc để du học.","I used to study in the United States, and later I came to China to study abroad."
H3_17_4,我的爱好跟你的不一样，我更喜欢游泳。,"Sở thích của tôi khác với của bạn, tôi thích bơi hơn.","My hobbies are different from yours, I prefer swimming."
H3_17_5,你认识那个人吗？认识，他是我的新邻居。,"Bạn có quen biết người đó không? Biết, anh ấy là hàng xóm mới của tôi.","Do you know that person? Yes, he is my new neighbor."
H3_17_6,这次汉语水平考试，你考得怎么样？好极了，一共考了两百八十分。我很开心。,"Kỳ thi HSK lần này bạn làm như thế nào? Tuyệt vời, tổng cộng thi được 280 điểm. Tôi rất vui.","How did you do on this HSK exam? Excellent, I got a total of 280 points. I am very happy."
H3_17_7,我的口语不太好，你帮我想想办法吧。,"Khẩu ngữ của tôi không được tốt lắm, bạn giúp tôi nghĩ thử biện pháp đi.","My spoken language is not very good, please help me think of a solution."
H3_17_8,吃饱了吗？当然了，你看我们点了这么多菜。,"Đã ăn no chưa? Tất nhiên, bạn xem chúng ta kêu nhiều món ăn như vậy mà.","Are you full? Of course, look at how many dishes we ordered."
H3_17_9,明年你打算回国吗？我还没决定呢。,Năm sau bạn có dự định trở về nước không? Tôi còn chưa quyết định.,Are you planning to return to your home country next year? I haven't decided yet.
H3_17_10,我们在生活中遇到问题时候，不能什么事情都请别人帮忙，因为有些事情必须要自己来做选择和决定。,"Chúng ta khi gặp vấn đề trong cuộc sống, không thể việc gì cũng nhờ người khác giúp đỡ, vì có một số việc phải do chính mình lựa chọn và quyết định.","When we encounter problems in life, we can't ask others for help with everything, because some things must be chosen and decided by ourselves."
H3_17_11,他干活很慢，只要努力工作，就能做好这个工作。,"Anh ấy làm việc rất chậm rãi, chỉ cần cố gắng làm việc, là có thể làm tốt công việc này.","He works very slowly, as long as he works hard, he can do this job well."
H3_17_12,聪明的人只要看到机会，就会想办法拿到，因为他们知道，很多时候机会只有一次。,"Người thông minh chỉ cần nhìn thấy cơ hội, là sẽ nghĩ cách giành lấy nó, vì họ biết, nhiều lúc cơ hội chỉ đến một lần.","Smart people will find a way to seize an opportunity as soon as they see it, because they know that many times there is only one opportunity."
H3_17_13,这个大衣是在还换季买的。,Chiếc áo khoác này được mua khi đang chuyển mùa.,This coat was bought during the change of seasons.
H3_17_14,他的特点是，个子高高的，但脸小小的。,"Đặc điểm của anh ấy là, dáng người cao, nhưng có khuôn mặt nhỏ.","His characteristics are that he is tall, but his face is small."
H3_17_15,爱可以是爸爸妈妈对孩子的照顾，可以是丈夫对妻子的关心，也可以是你对朋友的帮助。,"Tình yêu thương có thể là sự chăm sóc của cha mẹ dành cho con cái, có thể là sự quan tâm của người chồng dành cho vợ, cũng có thể là sự giúp đỡ của bạn đối với bạn bè.","Love can be the care of parents for their children, the concern of a husband for his wife, or your help for a friend."
H3_17_16,南方人总是说“向左走”或者“向右走”。他们不习惯说“东南西北”。,"Người miền Nam luôn nói ""đi bên trái"" hoặc ""đi bên phải"". Họ không quen nói ""đông nam tây bắc"".","Southerners always say 'go left' or 'go right'. They are not used to saying 'east, south, west, north'."
H3_17_17,这辆车真不错，不但好看，而且也很新。多少钱买的？二十万多呢。,"Chiếc xe này thực tuyệt, không chỉ đẹp, mà còn rất mới. Mua bao nhiêu tiền? Hơn hai trăm nghìn đấy.","This car is really nice, not only is it good-looking, but it's also very new. How much did you buy it for? Over two hundred thousand."
H3_17_18,现在多云，可能会下雨。我们可以去打篮球吗？看情况吧。,"Bây giờ có nhiều mây, có thể sẽ có mưa. Chúng ta có thể đi chơi bóng rổ không? Xem tình hình đã.","It's cloudy now, it might rain. Can we go play basketball? Let's see."
H3_17_19,他出生时，家庭已经来了美国。,"Khi anh ấy sinh ra, gia đình đã đến nước Mỹ.","When he was born, his family had already come to the United States."
H3_17_20,这是一个很有名的汉语中心，我相信他们能帮我学好。,"Đây là một trung tâm tiếng Trung nổi tiếng, tôi tin rằng họ có thể giúp tôi học tốt.","This is a very famous Chinese language center, I believe they can help me learn it well."
H3_18_1,你是从哪个国家来的？,Bạn đến từ đất nước nào?,Which country are you from?
H3_18_2,坐火车的时候，我喜欢向外看。,"Khi đi xe lửa, tôi thích nhìn ra bên ngoài.","When I'm on the train, I like to look outside."
H3_18_3,你最喜欢什么动物？我喜欢小鸟。,Bạn thích nhất con vật gì? Tôi thích những chú chim nhỏ.,What is your favorite animal? I like birds.
H3_18_4,这家饭馆不但菜很好吃，而且环境很好。,"Nhà hàng này không chỉ món ăn ngon, hơn nữa điều kiện (môi trường) rất tốt.","Not only is the food at this restaurant delicious, but the environment is also very good."
H3_18_5,小孩子喜欢快乐地学习。,Trẻ em thích học tập một cách vui vẻ.,Children like to learn happily.
H3_18_6,你打算现在买房子吗？过一段时间以后再说吧。,Bạn hiện tại có định mua nhà không? Sau một khoảng thời gian nữa hẳn nói nhé.,Are you planning to buy a house now? Let's talk about it after a while.
H3_18_7,你怎么要去北京了？那儿的工作机会比较多。,Tại sao bạn đến Bắc Kinh? Cơ hội công việc ở chỗ đó tương đối nhiều.,Why are you going to Beijing? There are more job opportunities there.
H3_18_8,真奇怪，桌子上的词典怎么不见了？,"Thật kì lạ, cuốn từ điển trên bàn tại sao lại không thấy nữa?","How strange, how did the dictionary on the table disappear?"
H3_18_9,你给我介绍几个关于中国文化的电影吧。,Bạn giới thiệu cho tôi một vài bộ phim về văn hóa Trung Quốc được không?,Can you introduce me to some movies about Chinese culture?
H3_18_10,我觉得这儿的房子挺便宜的，我们在这儿买吧。我不同意，虽然很便宜，但是离公司太远了。,"Tôi cảm thấy nhà ở đây rất rẻ, chúng ta mua ở đây đi. Tôi không đồng ý, tuy nó rất rẻ, nhưng nó quá xa công ty.","I think the houses here are quite cheap, let's buy one here. I disagree, although it's very cheap, it's too far from the company."
H3_18_11,别哭了。我最怕看到你哭了。好了，我给你买那个照相机。,"Đừng khóc nữa. Tôi sợ nhất nhìn thấy bạn khóc. Được rồi, tôi sẽ mua cho bạn chiếc máy ảnh đó.","Don't cry. I'm most afraid of seeing you cry. Okay, I'll buy you that camera."
H3_18_12,坐船虽然便宜，但是太慢了，要十四个小时。,"Đi (ngồi) thuyền tuy rẻ, nhưng chậm quá, cần tới mười bốn tiếng đồng hồ.","Although taking a boat is cheap, it's too slow, it takes fourteen hours."
H3_18_13,上下班的时候，我都会经过这条街。街道两边的树，还有树上的小鸟，会使我觉得很快乐。,"Khi đi làm và tan làm, tôi đều sẽ đi qua con đường này. Cây ở hai bên con đường, và những chú chim nhỏ trên cây, sẽ khiến tôi cảm thấy rất vui.","I pass by this street on my way to and from work. The trees on both sides of the street, and the birds in the trees, make me feel very happy."
H3_18_14,这次旅游，我们去了不少地方，每个地方都让我非常难忘。,"Chuyến đi du lịch lần này, chúng tôi đã đi rất nhiều nơi, mỗi nơi đều khiến tôi vô cùng khó quên.","On this trip, we went to many places, and every place was very unforgettable."
H3_18_15,有的城市有地铁，有的城市有火车，有的城市可以骑自行车，有的城市还可以骑马。,"Có thành phố có tàu điện ngầm, có thành phố có xe lửa, có thành phố có thể đi xe đạp, có thành phố còn có thể cưỡi ngựa. "," Some cities have subways, some cities have trains, some cities you can ride a bicycle, and some cities you can even ride a horse."
H3_18_16,有的城市更有意思，“街道”就是河，船就是“公共汽车”，你能说出来这个城市在哪儿吗？,"Có thành phố còn thú vị hơn, “Đường phố” là sông, thuyền là “xe buýt”. Bạn có thể nói ra thành phố này ở đâu không?","Some cities are even more interesting, the 'streets' are rivers, and the boats are 'buses', can you tell me where this city is?"
H3_18_17,家长都为你高兴！希望你以后能有更好的成绩。,Cha mẹ mừng cho bạn! Hy vọng bạn sau này có thể có thành tích tốt hơn.,Parents are all happy for you! I hope you can get better grades in the future.
H3_18_18,只有常常笑，才能使自己年轻，不容易变老。,"Chỉ có thường xuyên cười, mới có thể khiến bản thân mình trẻ trung, không dễ bị già đi.",Only by smiling often can you keep yourself young and not get old easily.
H3_18_19,我想去银行拿一个信用卡，你知道银行在哪儿吗？商场东边有一个银行。,"Tôi muốn đến ngân hàng để lấy thẻ tín dụng, bạn biết ngân hàng ở đâu không? Phía đông trung tâm mua sắm có một ngân hàng.","I want to go to the bank to get a credit card, do you know where the bank is? There is a bank on the east side of the shopping mall."
H3_18_20,我的房卡找不到了，我怎么进去啊？你给服务员打个电话，他们会帮你想办法解决的。,"Thẻ phòng của tôi không tìm thấy rồi, tôi vào trong bằng cách nào đây? Bạn gọi điện thoại cho nhân viên phục vụ, bọn họ sẽ giúp bạn nghĩ cách (biện pháp) giải quyết.","I can't find my room card, how do I get in? Call the waiter, they will help you find a solution."
